date,iso,partner,price,mass,value,qty,qty_units,qty_unit_code,aggrLevel,altQty,altQtyUnitAbbr,altQtyUnitCode,cifvalue,classificationCode,classificationSearchCode,cmdCode,cmdDesc,customsCode,customsDesc,flowCode,flowDesc,fobvalue,freqCode,grossWgt,isAggregate,isAltQtyEstimated,isGrossWgtEstimated,isLeaf,isNetWgtEstimated,isOriginalClassification,isQtyEstimated,isReported,legacyEstimationFlag,mosCode,motCode,motDesc,netWgt,partner2Code,partner2Desc,partner2ISO,partnerCode,partnerDesc,partnerISO,period,primaryValue,qtyUnitAbbr,qtyUnitCode,refMonth,refPeriodId,refYear,reporterCode,reporterDesc,reporterISO,typeCode,kind
2024-01-01,GBR,W00,1.0679336914805024,220952.0,235962.085,220952.0,kg,8,6,102002.0,kg K2O,32,235962.085,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,220952.0,0,World,W00,0,World,W00,202401,235962.085,kg,8,1,20240101,2024,826,United Kingdom,GBR,C,import
2024-01-01,GBR,BEL,0.8237124,100000.0,82371.24,100000.0,kg,8,6,50000.0,kg K2O,32,82371.24,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,100000.0,0,World,W00,56,Belgium,BEL,202401,82371.24,kg,8,1,20240101,2024,826,United Kingdom,GBR,C,import
2024-01-01,GBR,DEU,1.4421824839569963,95992.0,138437.981,95992.0,kg,8,6,47382.0,kg K2O,32,138437.981,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,95992.0,0,World,W00,276,Germany,DEU,202401,138437.981,kg,8,1,20240101,2024,826,United Kingdom,GBR,C,import
2024-01-01,GBR,NOR,0.6070858974358975,24960.0,15152.864,24960.0,kg,8,6,4620.0,kg K2O,32,15152.864,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,24960.0,0,World,W00,579,Norway,NOR,202401,15152.864,kg,8,1,20240101,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,W00,0.5817603250926306,3448371.0,2006125.434,3448371.0,kg,8,6,1678033.0,kg K2O,32,2006125.434,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,3448371.0,0,World,W00,0,World,W00,202402,2006125.434,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,BEL,0.5731912692923264,2486740.0,1425377.657,2486740.0,kg,8,6,1243370.0,kg K2O,32,1425377.657,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,2486740.0,0,World,W00,56,Belgium,BEL,202402,1425377.657,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,CHN,4.890516052880075,4236.0,20716.226,4236.0,kg,8,6,4236.0,kg K2O,32,20716.226,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,4236.0,0,World,W00,156,China,CHN,202402,20716.226,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,DEU,0.5426498198044906,652347.0,353995.982,652347.0,kg,8,6,277903.0,kg K2O,32,353995.982,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,652347.0,0,World,W00,276,Germany,DEU,202402,353995.982,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,IRL,1.484551703645008,5048.0,7494.017,5048.0,kg,8,6,2524.0,kg K2O,32,7494.017,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,5048.0,0,World,W00,372,Ireland,IRL,202402,7494.017,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-02-01,GBR,NLD,0.6618051733333333,300000.0,198541.552,300000.0,kg,8,6,150000.0,kg K2O,32,198541.552,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,300000.0,0,World,W00,528,Netherlands,NLD,202402,198541.552,kg,8,2,20240201,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,W00,1.4452999315017818,418989.0,605564.773,418989.0,kg,8,6,216520.0,kg K2O,32,605564.773,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,418989.0,0,World,W00,0,World,W00,202403,605564.773,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,BEL,0.8866388438735178,101200.0,89727.851,101200.0,kg,8,6,51090.0,kg K2O,32,89727.851,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,101200.0,0,World,W00,56,Belgium,BEL,202403,89727.851,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,DEU,1.3884575457580293,173740.0,241230.614,173740.0,kg,8,6,97354.0,kg K2O,32,241230.614,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,173740.0,0,World,W00,276,Germany,DEU,202403,241230.614,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,IRL,1.3819467866834336,15109.0,20879.834,15109.0,kg,8,6,7555.0,kg K2O,32,20879.834,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,15109.0,0,World,W00,372,Ireland,IRL,202403,20879.834,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,NLD,1.9622222619232563,128740.0,252616.494,128740.0,kg,8,6,60520.0,kg K2O,32,252616.494,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,128740.0,0,World,W00,528,Netherlands,NLD,202403,252616.494,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-03-01,GBR,ESP,5.5499,200.0,1109.98,200.0,kg,8,6,1.0,kg K2O,32,1109.98,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,200.0,0,World,W00,724,Spain,ESP,202403,1109.98,kg,8,3,20240301,2024,826,United Kingdom,GBR,C,import
2024-04-01,GBR,W00,0.9801146137653048,607571.0,595489.216,607571.0,kg,8,6,297159.0,kg K2O,32,595489.216,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,607571.0,0,World,W00,0,World,W00,202404,595489.216,kg,8,4,20240401,2024,826,United Kingdom,GBR,C,import
2024-04-01,GBR,BEL,0.8161326433649696,174694.0,142573.476,174694.0,kg,8,6,85634.0,kg K2O,32,142573.476,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,174694.0,0,World,W00,56,Belgium,BEL,202404,142573.476,kg,8,4,20240401,2024,826,United Kingdom,GBR,C,import
2024-04-01,GBR,CHN,4.792647448015123,1058.0,5070.621,1058.0,kg,8,6,1058.0,kg K2O,32,5070.621,H6,HS,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,True,False,True,False,False,0,0,0,TOTAL MOT,1058.0,0,World,W00,156,China,CHN,202404,5070.621,kg,8,4,20240401,2024,826,United Kingdom,GBR,C,import
