date,iso,partner,price,mass,value,qty,qty_units,qty_unit_code,aggrLevel,altQty,altQtyUnitAbbr,altQtyUnitCode,cifvalue,classificationCode,classificationSearchCode,cmdCode,cmdDesc,customsCode,customsDesc,flowCode,flowDesc,fobvalue,freqCode,grossWgt,isAggregate,isAltQtyEstimated,isGrossWgtEstimated,isLeaf,isNetWgtEstimated,isOriginalClassification,isQtyEstimated,isReported,legacyEstimationFlag,mosCode,motCode,motDesc,netWgt,partner2Code,partner2Desc,partner2ISO,partnerCode,partnerDesc,partnerISO,period,primaryValue,qtyUnitAbbr,qtyUnitCode,refMonth,refPeriodId,refYear,reporterCode,reporterDesc,reporterISO,typeCode,kind,hs_code
2024-06-01,SWE,UZB,2.8600586800000003,25000.0,71501.467,25000.0,kg,8,4,25000.0,kg,8,71501.467,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,M,Import,,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,25000.0,0,World,W00,860,Uzbekistan,UZB,202406,71501.467,kg,8,6,20240601,2024,752,Sweden,SWE,C,import,2833
2024-01-01,SWE,W00,0.24388571951464327,8811462.997,2148989.993,8811462.997,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2148989.993,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,8811462.997,0,World,W00,0,World,W00,202401,2148989.993,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,AUT,0.2466247238130073,18809.72,4638.942,18809.72,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4638.942,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,18809.72,0,World,W00,40,Austria,AUT,202401,4638.942,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,BEL,0.5604915941320293,409000.0,229241.062,409000.0,kg,8,4,409000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,229241.062,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,409000.0,0,World,W00,56,Belgium,BEL,202401,229241.062,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,CHL,0.2784285714285714,42000.0,11694.0,42000.0,kg,8,4,42000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,11694.0,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,42000.0,0,World,W00,152,Chile,CHL,202401,11694.0,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,CHN,0.2466247097316434,17634.113,4349.008,17634.113,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4349.008,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,17634.113,0,World,W00,156,China,CHN,202401,4349.008,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,DNK,0.13094925089052056,2748428.109,359904.602,2748428.109,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,359904.602,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2748428.109,0,World,W00,208,Denmark,DNK,202401,359904.602,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,EST,0.18279796569985765,23262.644,4252.364,23262.644,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4252.364,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,23262.644,0,World,W00,233,Estonia,EST,202401,4252.364,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,FIN,0.3892510577458462,143259.603,55763.952,143259.603,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,55763.952,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,143259.603,0,World,W00,246,Finland,FIN,202401,55763.952,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,FRA,0.3824784424242424,165000.0,63108.943,165000.0,kg,8,4,165000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,63108.943,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,165000.0,0,World,W00,251,France,FRA,202401,63108.943,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,DEU,0.3341447908583161,205063.927,68521.043,205063.927,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,68521.043,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,205063.927,0,World,W00,276,Germany,DEU,202401,68521.043,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,ISL,0.2466247447245,43889.347,10824.199,43889.347,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,10824.199,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,43889.347,0,World,W00,352,Iceland,ISL,202401,10824.199,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,IRL,0.552355802919708,137000.0,75672.745,137000.0,kg,8,4,137000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,75672.745,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,137000.0,0,World,W00,372,Ireland,IRL,202401,75672.745,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,ITA,0.89653988839329,4743.084,4252.364,4743.084,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4252.364,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,4743.084,0,World,W00,380,Italy,ITA,202401,4252.364,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,CIV,0.2714393064748201,695000.0,188650.318,695000.0,kg,8,4,695000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,188650.318,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,695000.0,0,World,W00,384,Côte d'Ivoire,CIV,202401,188650.318,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,JPN,0.24662474612229593,7445.514,1836.248,7445.514,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1836.248,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,7445.514,0,World,W00,392,Japan,JPN,202401,1836.248,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,KOR,0.24662475144931423,30173.926,7441.637,30173.926,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,7441.637,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,30173.926,0,World,W00,410,Rep. of Korea,KOR,202401,7441.637,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,LTU,0.12885950000000002,24000.0,3092.628,24000.0,kg,8,4,24000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,3092.628,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,24000.0,0,World,W00,440,Lithuania,LTU,202401,3092.628,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,NLD,0.15753243280977314,573000.0,90266.084,573000.0,kg,8,4,573000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,90266.084,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,573000.0,0,World,W00,528,Netherlands,NLD,202401,90266.084,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,NGA,0.41073966666666667,24000.0,9857.752,24000.0,kg,8,4,24000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,9857.752,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,24000.0,0,World,W00,566,Nigeria,NGA,202401,9857.752,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,NOR,0.3005413126244396,1738399.508,522460.87,1738399.508,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,522460.87,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,1738399.508,0,World,W00,579,Norway,NOR,202401,522460.87,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,PER,0.4602125238095238,21000.0,9664.463,21000.0,kg,8,4,21000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,9664.463,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,21000.0,0,World,W00,604,Peru,PER,202401,9664.463,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,POL,0.08702947576530612,784000.0,68231.109,784000.0,kg,8,4,784000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,68231.109,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,784000.0,0,World,W00,616,Poland,POL,202401,68231.109,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,PRT,0.24662463903771972,1959.346,483.223,1959.346,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,483.223,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,1959.346,0,World,W00,620,Portugal,PRT,202401,483.223,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,IND,0.24662474012299868,51334.862,12660.447,51334.862,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,12660.447,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,51334.862,0,World,W00,699,India,IND,202401,12660.447,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,ESP,0.24662475551572222,18417.851,4542.298,18417.851,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,4542.298,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,18417.851,0,World,W00,724,Spain,ESP,202401,4542.298,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,SDN,0.39141075000000003,120000.0,46969.29,120000.0,kg,8,4,120000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,46969.29,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,120000.0,0,World,W00,729,Sudan,SDN,202401,46969.29,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,CHE,0.24662474327587522,8621.122,2126.182,8621.122,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2126.182,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,8621.122,0,World,W00,757,Switzerland,CHE,202401,2126.182,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,TTO,0.3838561338028169,142000.0,54507.571,142000.0,kg,8,4,142000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,54507.571,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,142000.0,0,World,W00,780,Trinidad and Tobago,TTO,202401,54507.571,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,GBR,0.28618564080666287,10130.973,2899.339,10130.973,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2899.339,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,10130.973,0,World,W00,826,United Kingdom,GBR,202401,2899.339,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,USA,0.390201934501598,411889.347,160720.02,411889.347,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,160720.02,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,411889.347,0,World,W00,842,USA,USA,202401,160720.02,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-01-01,SWE,BFA,0.3664442239583333,192000.0,70357.291,192000.0,kg,8,4,192000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,70357.291,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,192000.0,0,World,W00,854,Burkina Faso,BFA,202401,70357.291,kg,8,1,20240101,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,W00,0.22988537459287098,9198291.604,2114552.711,9198291.604,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2114552.711,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,9198291.604,0,World,W00,0,World,W00,202402,2114552.711,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,AUT,0.19530163609745838,32425.33,6332.72,32425.33,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,6332.72,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,32425.33,0,World,W00,40,Austria,AUT,202402,6332.72,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,BEL,0.3293429189189189,74000.0,24371.376,74000.0,kg,8,4,74000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,24371.376,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,74000.0,0,World,W00,56,Belgium,BEL,202402,24371.376,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,CHN,0.19530158068190143,8843.272,1727.105,8843.272,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1727.105,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,8843.272,0,World,W00,156,China,CHN,202402,1727.105,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,CRI,0.21931497619047619,42000.0,9211.229,42000.0,kg,8,4,42000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,9211.229,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,42000.0,0,World,W00,188,Costa Rica,CRI,202402,9211.229,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,DNK,0.11282053467677583,2916256.158,329013.579,2916256.158,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,329013.579,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,2916256.158,0,World,W00,208,Denmark,DNK,202402,329013.579,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,FIN,0.6282784807278089,215792.484,135577.774,215792.484,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,135577.774,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,215792.484,0,World,W00,246,Finland,FIN,202402,135577.774,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,FRA,0.5467356792452831,53000.0,28976.991,53000.0,kg,8,4,53000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,28976.991,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,53000.0,0,World,W00,251,France,FRA,202402,28976.991,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,DEU,0.3484112465483235,507000.0,176644.502,507000.0,kg,8,4,507000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,176644.502,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,507000.0,0,World,W00,276,Germany,DEU,202402,176644.502,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,IRL,0.5502604318181817,132000.0,72634.377,132000.0,kg,8,4,132000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,72634.377,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,132000.0,0,World,W00,372,Ireland,IRL,202402,72634.377,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,ISR,0.25129838095238094,21000.0,5277.266,21000.0,kg,8,4,21000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,5277.266,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,21000.0,0,World,W00,376,Israel,ISR,202402,5277.266,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,ITA,0.19530167296066606,10808.443,2110.907,10808.443,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,2110.907,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,10808.443,0,World,W00,380,Italy,ITA,202402,2110.907,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,CIV,0.27430414923189467,1367000.0,374973.772,1367000.0,kg,8,4,1367000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,374973.772,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,1367000.0,0,World,W00,384,Côte d'Ivoire,CIV,202402,374973.772,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,JPN,0.1953016335428077,35864.38,7004.372,35864.38,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,7004.372,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,35864.38,0,World,W00,392,Japan,JPN,202402,7004.372,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,LVA,0.1953016495926735,1473.879,287.851,1473.879,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,287.851,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,1473.879,0,World,W00,428,Latvia,LVA,202402,287.851,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,LTU,0.12793374999999998,24000.0,3070.41,24000.0,kg,8,4,24000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,3070.41,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,24000.0,0,World,W00,440,Lithuania,LTU,202402,3070.41,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,NLD,0.15392799034749033,518000.0,79734.699,518000.0,kg,8,4,518000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,79734.699,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,518000.0,0,World,W00,528,Netherlands,NLD,202402,79734.699,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,NOR,0.27478754195840643,1907570.064,524176.489,1907570.064,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,524176.489,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,1907570.064,0,World,W00,579,Norway,NOR,202402,524176.489,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,POL,0.08628497619047619,546000.0,47111.597,546000.0,kg,8,4,546000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,47111.597,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,546000.0,0,World,W00,616,Poland,POL,202402,47111.597,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,SAU,0.4294918253968254,63000.0,27057.985,63000.0,kg,8,4,63000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,27057.985,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,63000.0,0,World,W00,682,Saudi Arabia,SAU,202402,27057.985,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,SGP,0.19530163374822734,172935.092,33774.506,172935.092,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,33774.506,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,172935.092,0,World,W00,702,Singapore,SGP,202402,33774.506,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,ESP,3.9121492534426525,18198.468,71195.123,18198.468,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,71195.123,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,18198.468,0,World,W00,724,Spain,ESP,202402,71195.123,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,CHE,0.1953016320955377,114471.24,22356.42,114471.24,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,22356.42,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,114471.24,0,World,W00,757,Switzerland,CHE,202402,22356.42,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,TTO,0.39979292857142856,42000.0,16791.303,42000.0,kg,8,4,42000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,16791.303,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,42000.0,0,World,W00,780,Trinidad and Tobago,TTO,202402,16791.303,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,TUR,4.08338696973375,5874.431,23987.575,5874.431,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,23987.575,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,5874.431,0,World,W00,792,Türkiye,TUR,202402,23987.575,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,UKR,0.11826432558139535,43000.0,5085.366,43000.0,kg,8,4,43000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,5085.366,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,43000.0,0,World,W00,804,Ukraine,UKR,202402,5085.366,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,GBR,0.3245087525300676,48491.293,15735.849,48491.293,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,15735.849,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,48491.293,0,World,W00,826,United Kingdom,GBR,202402,15735.849,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,USA,0.19530163295539152,181287.071,35405.661,181287.071,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,35405.661,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,181287.071,0,World,W00,842,USA,USA,202402,35405.661,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-02-01,SWE,BFA,0.3638115520833333,96000.0,34925.909,96000.0,kg,8,4,96000.0,kg,8,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,34925.909,M,0.0,True,False,False,False,False,True,False,False,0,0,0,TOTAL MOT,96000.0,0,World,W00,854,Burkina Faso,BFA,202402,34925.909,kg,8,2,20240201,2024,752,Sweden,SWE,C,export,2833
2024-03-01,SWE,W00,0.22006462965285883,7720180.102,1698938.575,7720180.102,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1698938.575,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,7720180.102,0,World,W00,0,World,W00,202403,1698938.575,kg,8,3,20240301,2024,752,Sweden,SWE,C,export,2833
2024-03-01,SWE,AUS,0.21438300889059309,5382.768,1153.974,5382.768,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,1153.974,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,5382.768,0,World,W00,36,Australia,AUS,202403,1153.974,kg,8,3,20240301,2024,752,Sweden,SWE,C,export,2833
2024-03-01,SWE,AUT,0.21438307299334025,71321.671,15290.159,71321.671,kg,8,4,0.0,N/A,-1,,H6,HS,2833,Sulphates; alums; peroxosulphates (persulphates),C00,TOTAL CPC,X,Export,15290.159,M,0.0,True,False,False,False,True,True,True,False,6,0,0,TOTAL MOT,71321.671,0,World,W00,40,Austria,AUT,202403,15290.159,kg,8,3,20240301,2024,752,Sweden,SWE,C,export,2833
